taskid -- core -- memory -- virtual_memory -- disk -- time -- average_cores
152 -- 4 -- 32453 -- 0 -- 4000 -- 500 -- 0
153 -- 4 -- 33435 -- 0 -- 4000 -- 500 -- 0
154 -- 4 -- 9962 -- 0 -- 4000 -- 500 -- 0
155 -- 4 -- 22712 -- 0 -- 4000 -- 500 -- 0
156 -- 4 -- 10899 -- 0 -- 4000 -- 500 -- 0
157 -- 4 -- 46514 -- 0 -- 4000 -- 500 -- 0
158 -- 4 -- 9099 -- 0 -- 4000 -- 500 -- 0
159 -- 4 -- 28196 -- 0 -- 4000 -- 500 -- 0
160 -- 4 -- 38505 -- 0 -- 4000 -- 500 -- 0
161 -- 4 -- 27209 -- 0 -- 4000 -- 500 -- 0
162 -- 4 -- 11584 -- 0 -- 4000 -- 500 -- 0
163 -- 4 -- 34614 -- 0 -- 4000 -- 500 -- 0
164 -- 4 -- 12344 -- 0 -- 4000 -- 500 -- 0
165 -- 4 -- 13858 -- 0 -- 4000 -- 500 -- 0
166 -- 4 -- 31070 -- 0 -- 4000 -- 500 -- 0
167 -- 4 -- 21964 -- 0 -- 4000 -- 500 -- 0
168 -- 4 -- 39369 -- 0 -- 4000 -- 500 -- 0
169 -- 4 -- 23758 -- 0 -- 4000 -- 500 -- 0
170 -- 4 -- 39497 -- 0 -- 4000 -- 500 -- 0
171 -- 4 -- 10383 -- 0 -- 4000 -- 500 -- 0
172 -- 4 -- 38919 -- 0 -- 4000 -- 500 -- 0
173 -- 4 -- 24977 -- 0 -- 4000 -- 500 -- 0
174 -- 4 -- 38756 -- 0 -- 4000 -- 500 -- 0
175 -- 4 -- 31536 -- 0 -- 4000 -- 500 -- 0
176 -- 4 -- 14067 -- 0 -- 4000 -- 500 -- 0
177 -- 4 -- 12452 -- 0 -- 4000 -- 500 -- 0
178 -- 4 -- 46229 -- 0 -- 4000 -- 500 -- 0
179 -- 4 -- 11958 -- 0 -- 4000 -- 500 -- 0
180 -- 4 -- 9254 -- 0 -- 4000 -- 500 -- 0
181 -- 4 -- 9619 -- 0 -- 4000 -- 500 -- 0
182 -- 4 -- 33749 -- 0 -- 4000 -- 500 -- 0
183 -- 4 -- 13678 -- 0 -- 4000 -- 500 -- 0
184 -- 4 -- 22137 -- 0 -- 4000 -- 500 -- 0
185 -- 4 -- 33109 -- 0 -- 4000 -- 500 -- 0
186 -- 4 -- 8802 -- 0 -- 4000 -- 500 -- 0
187 -- 4 -- 7321 -- 0 -- 4000 -- 500 -- 0
188 -- 4 -- 13047 -- 0 -- 4000 -- 500 -- 0
189 -- 4 -- 40386 -- 0 -- 4000 -- 500 -- 0
190 -- 4 -- 39631 -- 0 -- 4000 -- 500 -- 0
191 -- 4 -- 41595 -- 0 -- 4000 -- 500 -- 0
192 -- 4 -- 13393 -- 0 -- 4000 -- 500 -- 0
193 -- 4 -- 10929 -- 0 -- 4000 -- 500 -- 0
194 -- 4 -- 15046 -- 0 -- 4000 -- 500 -- 0
195 -- 4 -- 38002 -- 0 -- 4000 -- 500 -- 0
196 -- 4 -- 16074 -- 0 -- 4000 -- 500 -- 0
197 -- 4 -- 9205 -- 0 -- 4000 -- 500 -- 0
198 -- 4 -- 8071 -- 0 -- 4000 -- 500 -- 0
199 -- 4 -- 13095 -- 0 -- 4000 -- 500 -- 0
200 -- 4 -- 30632 -- 0 -- 4000 -- 500 -- 0
