taskid -- core -- memory -- virtual_memory -- disk -- time -- average_cores
89 -- 4 -- 39682 -- 0 -- 4000 -- 500 -- 0
90 -- 4 -- 67074 -- 0 -- 4000 -- 500 -- 0
91 -- 4 -- 4669 -- 0 -- 4000 -- 500 -- 0
92 -- 4 -- 24786 -- 0 -- 4000 -- 500 -- 0
93 -- 4 -- 12531 -- 0 -- 4000 -- 500 -- 0
94 -- 4 -- 1717 -- 0 -- 4000 -- 500 -- 0
95 -- 4 -- 30467 -- 0 -- 4000 -- 500 -- 0
96 -- 4 -- 10330 -- 0 -- 4000 -- 500 -- 0
97 -- 4 -- 32356 -- 0 -- 4000 -- 500 -- 0
98 -- 4 -- 3543 -- 0 -- 4000 -- 500 -- 0
99 -- 4 -- 22480 -- 0 -- 4000 -- 500 -- 0
100 -- 4 -- 53870 -- 0 -- 4000 -- 500 -- 0
101 -- 4 -- 16522 -- 0 -- 4000 -- 500 -- 0
102 -- 4 -- 14509 -- 0 -- 4000 -- 500 -- 0
103 -- 4 -- 18382 -- 0 -- 4000 -- 500 -- 0
104 -- 4 -- 7153 -- 0 -- 4000 -- 500 -- 0
105 -- 4 -- 14096 -- 0 -- 4000 -- 500 -- 0
106 -- 4 -- 4477 -- 0 -- 4000 -- 500 -- 0
107 -- 4 -- 41935 -- 0 -- 4000 -- 500 -- 0
108 -- 4 -- 9708 -- 0 -- 4000 -- 500 -- 0
109 -- 4 -- 2140 -- 0 -- 4000 -- 500 -- 0
110 -- 4 -- 31055 -- 0 -- 4000 -- 500 -- 0
111 -- 4 -- 5027 -- 0 -- 4000 -- 500 -- 0
112 -- 4 -- 76835 -- 0 -- 4000 -- 500 -- 0
113 -- 4 -- 19347 -- 0 -- 4000 -- 500 -- 0
114 -- 4 -- 6265 -- 0 -- 4000 -- 500 -- 0
115 -- 4 -- 24337 -- 0 -- 4000 -- 500 -- 0
116 -- 4 -- 24619 -- 0 -- 4000 -- 500 -- 0
117 -- 4 -- 10251 -- 0 -- 4000 -- 500 -- 0
118 -- 4 -- 29318 -- 0 -- 4000 -- 500 -- 0
119 -- 4 -- 8012 -- 0 -- 4000 -- 500 -- 0
120 -- 4 -- 11917 -- 0 -- 4000 -- 500 -- 0
121 -- 4 -- 12600 -- 0 -- 4000 -- 500 -- 0
122 -- 4 -- 30996 -- 0 -- 4000 -- 500 -- 0
123 -- 4 -- 40830 -- 0 -- 4000 -- 500 -- 0
124 -- 4 -- 7779 -- 0 -- 4000 -- 500 -- 0
125 -- 4 -- 27468 -- 0 -- 4000 -- 500 -- 0
126 -- 4 -- 17733 -- 0 -- 4000 -- 500 -- 0
127 -- 4 -- 8005 -- 0 -- 4000 -- 500 -- 0
128 -- 4 -- 5370 -- 0 -- 4000 -- 500 -- 0
129 -- 4 -- 2760 -- 0 -- 4000 -- 500 -- 0
130 -- 4 -- 15407 -- 0 -- 4000 -- 500 -- 0
131 -- 4 -- 27415 -- 0 -- 4000 -- 500 -- 0
132 -- 4 -- 7324 -- 0 -- 4000 -- 500 -- 0
133 -- 4 -- 9695 -- 0 -- 4000 -- 500 -- 0
134 -- 4 -- 10906 -- 0 -- 4000 -- 500 -- 0
135 -- 4 -- 19563 -- 0 -- 4000 -- 500 -- 0
136 -- 4 -- 7292 -- 0 -- 4000 -- 500 -- 0
137 -- 4 -- 24370 -- 0 -- 4000 -- 500 -- 0
138 -- 4 -- 5716 -- 0 -- 4000 -- 500 -- 0
139 -- 4 -- 21270 -- 0 -- 4000 -- 500 -- 0
140 -- 4 -- 47483 -- 0 -- 4000 -- 500 -- 0
141 -- 4 -- 30712 -- 0 -- 4000 -- 500 -- 0
142 -- 4 -- 68000 -- 0 -- 4000 -- 500 -- 0
143 -- 4 -- 36613 -- 0 -- 4000 -- 500 -- 0
144 -- 4 -- 43703 -- 0 -- 4000 -- 500 -- 0
145 -- 4 -- 17724 -- 0 -- 4000 -- 500 -- 0
146 -- 4 -- 5683 -- 0 -- 4000 -- 500 -- 0
147 -- 4 -- 22762 -- 0 -- 4000 -- 500 -- 0
148 -- 4 -- 9746 -- 0 -- 4000 -- 500 -- 0
149 -- 4 -- 7856 -- 0 -- 4000 -- 500 -- 0
150 -- 4 -- 19024 -- 0 -- 4000 -- 500 -- 0
151 -- 4 -- 35800 -- 0 -- 4000 -- 500 -- 0
152 -- 4 -- 25788 -- 0 -- 4000 -- 500 -- 0
153 -- 4 -- 21999 -- 0 -- 4000 -- 500 -- 0
154 -- 4 -- 5936 -- 0 -- 4000 -- 500 -- 0
155 -- 4 -- 60624 -- 0 -- 4000 -- 500 -- 0
156 -- 4 -- 36270 -- 0 -- 4000 -- 500 -- 0
157 -- 4 -- 10577 -- 0 -- 4000 -- 500 -- 0
158 -- 4 -- 2512 -- 0 -- 4000 -- 500 -- 0
159 -- 4 -- 41252 -- 0 -- 4000 -- 500 -- 0
160 -- 4 -- 15901 -- 0 -- 4000 -- 500 -- 0
161 -- 4 -- 9494 -- 0 -- 4000 -- 500 -- 0
162 -- 4 -- 37302 -- 0 -- 4000 -- 500 -- 0
163 -- 4 -- 13531 -- 0 -- 4000 -- 500 -- 0
164 -- 4 -- 8416 -- 0 -- 4000 -- 500 -- 0
165 -- 4 -- 24218 -- 0 -- 4000 -- 500 -- 0
166 -- 4 -- 9734 -- 0 -- 4000 -- 500 -- 0
167 -- 4 -- 21434 -- 0 -- 4000 -- 500 -- 0
168 -- 4 -- 38703 -- 0 -- 4000 -- 500 -- 0
169 -- 4 -- 277 -- 0 -- 4000 -- 500 -- 0
170 -- 4 -- 20708 -- 0 -- 4000 -- 500 -- 0
171 -- 4 -- 8737 -- 0 -- 4000 -- 500 -- 0
172 -- 4 -- 44195 -- 0 -- 4000 -- 500 -- 0
173 -- 4 -- 11109 -- 0 -- 4000 -- 500 -- 0
174 -- 4 -- 24486 -- 0 -- 4000 -- 500 -- 0
175 -- 4 -- 13476 -- 0 -- 4000 -- 500 -- 0
176 -- 4 -- 41283 -- 0 -- 4000 -- 500 -- 0
177 -- 4 -- 19415 -- 0 -- 4000 -- 500 -- 0
178 -- 4 -- 10674 -- 0 -- 4000 -- 500 -- 0
179 -- 4 -- 78058 -- 0 -- 4000 -- 500 -- 0
180 -- 4 -- 28926 -- 0 -- 4000 -- 500 -- 0
181 -- 4 -- 5339 -- 0 -- 4000 -- 500 -- 0
182 -- 4 -- 4317 -- 0 -- 4000 -- 500 -- 0
183 -- 4 -- 10579 -- 0 -- 4000 -- 500 -- 0
184 -- 4 -- 11446 -- 0 -- 4000 -- 500 -- 0
185 -- 4 -- 25462 -- 0 -- 4000 -- 500 -- 0
186 -- 4 -- 21992 -- 0 -- 4000 -- 500 -- 0
187 -- 4 -- 8802 -- 0 -- 4000 -- 500 -- 0
188 -- 4 -- 12381 -- 0 -- 4000 -- 500 -- 0
189 -- 4 -- 4742 -- 0 -- 4000 -- 500 -- 0
190 -- 4 -- 34340 -- 0 -- 4000 -- 500 -- 0
191 -- 4 -- 352 -- 0 -- 4000 -- 500 -- 0
192 -- 4 -- 11852 -- 0 -- 4000 -- 500 -- 0
193 -- 4 -- 21214 -- 0 -- 4000 -- 500 -- 0
194 -- 4 -- 21882 -- 0 -- 4000 -- 500 -- 0
195 -- 4 -- 2616 -- 0 -- 4000 -- 500 -- 0
196 -- 4 -- 3412 -- 0 -- 4000 -- 500 -- 0
197 -- 4 -- 23574 -- 0 -- 4000 -- 500 -- 0
198 -- 4 -- 28470 -- 0 -- 4000 -- 500 -- 0
199 -- 4 -- 29003 -- 0 -- 4000 -- 500 -- 0
200 -- 4 -- 524 -- 0 -- 4000 -- 500 -- 0
