taskid -- core -- memory -- virtual_memory -- disk -- time -- average_cores
70 -- 4 -- 36104 -- 0 -- 4000 -- 500 -- 0
71 -- 4 -- 18623 -- 0 -- 4000 -- 500 -- 0
72 -- 4 -- 28803 -- 0 -- 4000 -- 500 -- 0
73 -- 4 -- 27868 -- 0 -- 4000 -- 500 -- 0
74 -- 4 -- 38154 -- 0 -- 4000 -- 500 -- 0
75 -- 4 -- 11050 -- 0 -- 4000 -- 500 -- 0
76 -- 4 -- 31963 -- 0 -- 4000 -- 500 -- 0
77 -- 4 -- 14146 -- 0 -- 4000 -- 500 -- 0
78 -- 4 -- 39520 -- 0 -- 4000 -- 500 -- 0
79 -- 4 -- 34970 -- 0 -- 4000 -- 500 -- 0
80 -- 4 -- 24716 -- 0 -- 4000 -- 500 -- 0
81 -- 4 -- 38086 -- 0 -- 4000 -- 500 -- 0
82 -- 4 -- 21656 -- 0 -- 4000 -- 500 -- 0
83 -- 4 -- 39258 -- 0 -- 4000 -- 500 -- 0
84 -- 4 -- 18798 -- 0 -- 4000 -- 500 -- 0
85 -- 4 -- 13806 -- 0 -- 4000 -- 500 -- 0
86 -- 4 -- 37762 -- 0 -- 4000 -- 500 -- 0
87 -- 4 -- 18818 -- 0 -- 4000 -- 500 -- 0
88 -- 4 -- 27755 -- 0 -- 4000 -- 500 -- 0
89 -- 4 -- 11401 -- 0 -- 4000 -- 500 -- 0
90 -- 4 -- 20546 -- 0 -- 4000 -- 500 -- 0
91 -- 4 -- 34042 -- 0 -- 4000 -- 500 -- 0
92 -- 4 -- 15188 -- 0 -- 4000 -- 500 -- 0
93 -- 4 -- 24150 -- 0 -- 4000 -- 500 -- 0
94 -- 4 -- 30034 -- 0 -- 4000 -- 500 -- 0
95 -- 4 -- 31043 -- 0 -- 4000 -- 500 -- 0
96 -- 4 -- 10709 -- 0 -- 4000 -- 500 -- 0
97 -- 4 -- 27395 -- 0 -- 4000 -- 500 -- 0
98 -- 4 -- 13231 -- 0 -- 4000 -- 500 -- 0
99 -- 4 -- 32664 -- 0 -- 4000 -- 500 -- 0
100 -- 4 -- 30050 -- 0 -- 4000 -- 500 -- 0
101 -- 4 -- 16940 -- 0 -- 4000 -- 500 -- 0
102 -- 4 -- 11121 -- 0 -- 4000 -- 500 -- 0
103 -- 4 -- 16241 -- 0 -- 4000 -- 500 -- 0
104 -- 4 -- 39426 -- 0 -- 4000 -- 500 -- 0
105 -- 4 -- 26609 -- 0 -- 4000 -- 500 -- 0
106 -- 4 -- 32416 -- 0 -- 4000 -- 500 -- 0
107 -- 4 -- 34402 -- 0 -- 4000 -- 500 -- 0
108 -- 4 -- 10807 -- 0 -- 4000 -- 500 -- 0
109 -- 4 -- 20724 -- 0 -- 4000 -- 500 -- 0
110 -- 4 -- 30913 -- 0 -- 4000 -- 500 -- 0
111 -- 4 -- 12424 -- 0 -- 4000 -- 500 -- 0
112 -- 4 -- 14839 -- 0 -- 4000 -- 500 -- 0
113 -- 4 -- 24614 -- 0 -- 4000 -- 500 -- 0
114 -- 4 -- 27383 -- 0 -- 4000 -- 500 -- 0
115 -- 4 -- 31929 -- 0 -- 4000 -- 500 -- 0
116 -- 4 -- 26352 -- 0 -- 4000 -- 500 -- 0
117 -- 4 -- 24107 -- 0 -- 4000 -- 500 -- 0
118 -- 4 -- 35045 -- 0 -- 4000 -- 500 -- 0
119 -- 4 -- 28236 -- 0 -- 4000 -- 500 -- 0
120 -- 4 -- 22314 -- 0 -- 4000 -- 500 -- 0
121 -- 4 -- 33568 -- 0 -- 4000 -- 500 -- 0
122 -- 4 -- 21644 -- 0 -- 4000 -- 500 -- 0
123 -- 4 -- 29152 -- 0 -- 4000 -- 500 -- 0
124 -- 4 -- 11392 -- 0 -- 4000 -- 500 -- 0
125 -- 4 -- 19559 -- 0 -- 4000 -- 500 -- 0
126 -- 4 -- 25774 -- 0 -- 4000 -- 500 -- 0
127 -- 4 -- 33772 -- 0 -- 4000 -- 500 -- 0
128 -- 4 -- 27801 -- 0 -- 4000 -- 500 -- 0
129 -- 4 -- 10620 -- 0 -- 4000 -- 500 -- 0
130 -- 4 -- 39439 -- 0 -- 4000 -- 500 -- 0
131 -- 4 -- 17229 -- 0 -- 4000 -- 500 -- 0
132 -- 4 -- 12877 -- 0 -- 4000 -- 500 -- 0
133 -- 4 -- 34210 -- 0 -- 4000 -- 500 -- 0
134 -- 4 -- 39791 -- 0 -- 4000 -- 500 -- 0
135 -- 4 -- 12585 -- 0 -- 4000 -- 500 -- 0
136 -- 4 -- 12611 -- 0 -- 4000 -- 500 -- 0
137 -- 4 -- 17667 -- 0 -- 4000 -- 500 -- 0
138 -- 4 -- 11833 -- 0 -- 4000 -- 500 -- 0
139 -- 4 -- 30549 -- 0 -- 4000 -- 500 -- 0
140 -- 4 -- 39499 -- 0 -- 4000 -- 500 -- 0
141 -- 4 -- 26000 -- 0 -- 4000 -- 500 -- 0
142 -- 4 -- 29007 -- 0 -- 4000 -- 500 -- 0
143 -- 4 -- 14208 -- 0 -- 4000 -- 500 -- 0
144 -- 4 -- 26066 -- 0 -- 4000 -- 500 -- 0
145 -- 4 -- 39009 -- 0 -- 4000 -- 500 -- 0
146 -- 4 -- 16257 -- 0 -- 4000 -- 500 -- 0
147 -- 4 -- 20733 -- 0 -- 4000 -- 500 -- 0
148 -- 4 -- 28451 -- 0 -- 4000 -- 500 -- 0
149 -- 4 -- 39826 -- 0 -- 4000 -- 500 -- 0
150 -- 4 -- 23168 -- 0 -- 4000 -- 500 -- 0
151 -- 4 -- 16072 -- 0 -- 4000 -- 500 -- 0
152 -- 4 -- 30703 -- 0 -- 4000 -- 500 -- 0
153 -- 4 -- 30129 -- 0 -- 4000 -- 500 -- 0
154 -- 4 -- 32331 -- 0 -- 4000 -- 500 -- 0
155 -- 4 -- 31563 -- 0 -- 4000 -- 500 -- 0
156 -- 4 -- 27862 -- 0 -- 4000 -- 500 -- 0
157 -- 4 -- 10598 -- 0 -- 4000 -- 500 -- 0
158 -- 4 -- 24068 -- 0 -- 4000 -- 500 -- 0
159 -- 4 -- 37396 -- 0 -- 4000 -- 500 -- 0
160 -- 4 -- 15729 -- 0 -- 4000 -- 500 -- 0
161 -- 4 -- 18085 -- 0 -- 4000 -- 500 -- 0
162 -- 4 -- 12533 -- 0 -- 4000 -- 500 -- 0
163 -- 4 -- 29177 -- 0 -- 4000 -- 500 -- 0
164 -- 4 -- 23352 -- 0 -- 4000 -- 500 -- 0
165 -- 4 -- 38612 -- 0 -- 4000 -- 500 -- 0
166 -- 4 -- 32558 -- 0 -- 4000 -- 500 -- 0
167 -- 4 -- 20601 -- 0 -- 4000 -- 500 -- 0
168 -- 4 -- 38880 -- 0 -- 4000 -- 500 -- 0
169 -- 4 -- 38104 -- 0 -- 4000 -- 500 -- 0
170 -- 4 -- 17823 -- 0 -- 4000 -- 500 -- 0
171 -- 4 -- 36102 -- 0 -- 4000 -- 500 -- 0
172 -- 4 -- 23387 -- 0 -- 4000 -- 500 -- 0
173 -- 4 -- 36226 -- 0 -- 4000 -- 500 -- 0
174 -- 4 -- 10442 -- 0 -- 4000 -- 500 -- 0
175 -- 4 -- 29442 -- 0 -- 4000 -- 500 -- 0
176 -- 4 -- 27004 -- 0 -- 4000 -- 500 -- 0
177 -- 4 -- 15818 -- 0 -- 4000 -- 500 -- 0
178 -- 4 -- 36198 -- 0 -- 4000 -- 500 -- 0
179 -- 4 -- 22120 -- 0 -- 4000 -- 500 -- 0
180 -- 4 -- 13762 -- 0 -- 4000 -- 500 -- 0
181 -- 4 -- 35339 -- 0 -- 4000 -- 500 -- 0
182 -- 4 -- 31999 -- 0 -- 4000 -- 500 -- 0
183 -- 4 -- 17443 -- 0 -- 4000 -- 500 -- 0
184 -- 4 -- 24274 -- 0 -- 4000 -- 500 -- 0
185 -- 4 -- 37732 -- 0 -- 4000 -- 500 -- 0
186 -- 4 -- 22856 -- 0 -- 4000 -- 500 -- 0
187 -- 4 -- 12056 -- 0 -- 4000 -- 500 -- 0
188 -- 4 -- 11447 -- 0 -- 4000 -- 500 -- 0
189 -- 4 -- 28755 -- 0 -- 4000 -- 500 -- 0
190 -- 4 -- 24818 -- 0 -- 4000 -- 500 -- 0
191 -- 4 -- 25263 -- 0 -- 4000 -- 500 -- 0
192 -- 4 -- 20092 -- 0 -- 4000 -- 500 -- 0
193 -- 4 -- 16377 -- 0 -- 4000 -- 500 -- 0
194 -- 4 -- 36390 -- 0 -- 4000 -- 500 -- 0
195 -- 4 -- 24940 -- 0 -- 4000 -- 500 -- 0
196 -- 4 -- 11943 -- 0 -- 4000 -- 500 -- 0
197 -- 4 -- 25312 -- 0 -- 4000 -- 500 -- 0
198 -- 4 -- 12278 -- 0 -- 4000 -- 500 -- 0
199 -- 4 -- 18595 -- 0 -- 4000 -- 500 -- 0
200 -- 4 -- 34563 -- 0 -- 4000 -- 500 -- 0
