,whole_machine,boxing_machine,declare_resources,k_means_bucketing,k_means_bucketing,k_means_bucketing,quartile_bucketing,quartile_bucketing,quartile_bucketing
int_frag_disk_t,59970000000.0,16586000000.0,0.0,390000000.0,390000000.0,390000000.0,390000000.0,390000000.0,390000000.0
avg_int_frag_disk_t,30000000.0,8297148.574287144,0.0,195097.5487743872,195097.5487743872,195097.5487743872,195097.5487743872,195097.5487743872,195097.5487743872
disk_t_efficiency,0.0625,0.12052333293138795,1.0,0.9098771051433774,0.7589217919514047,0.630201765447667,0.9098771051433774,0.6298046628859484,0.4826170931916949
no_cold_disk_t_effi,0,0,0,0.9764359351988218,0.8039611964430073,0.6603585657370519,0.9764359351988218,0.6599203715992037,0.4994977398292315
avg_disk_t_efficiency,0.0625,0.14511303270682963,1.0,0.9938976841361857,0.8853385025846257,0.7836999640170963,0.9938976841361857,0.7502709688177422,0.6152824219127108
num_retries,0,2497,0,6,443,981,6,983,1951
num_retries_bucket,0,2421,0,3,440,978,3,980,1948
num_retries_machine,0,76,0,3,3,3,3,3,3
total_run_time,999500.0,2248000.0,999500.0,1002500.0,1221000.0,1490000.0,1002500.0,1491000.0,1975000.0
avg_run_time,500.0,1124.5622811405703,500.0,501.5007503751876,610.8054027013507,745.3726863431716,501.5007503751876,745.8729364682341,987.9939969984993
