taskid -- core -- memory -- virtual_memory -- disk -- time -- average_cores
63 -- 4 -- 40148 -- 0 -- 4000 -- 500 -- 0
64 -- 4 -- 62749 -- 0 -- 4000 -- 500 -- 0
65 -- 4 -- 17618 -- 0 -- 4000 -- 500 -- 0
66 -- 4 -- 33857 -- 0 -- 4000 -- 500 -- 0
67 -- 4 -- 32374 -- 0 -- 4000 -- 500 -- 0
68 -- 4 -- 3439 -- 0 -- 4000 -- 500 -- 0
69 -- 4 -- 26157 -- 0 -- 4000 -- 500 -- 0
70 -- 4 -- 20442 -- 0 -- 4000 -- 500 -- 0
71 -- 4 -- 63222 -- 0 -- 4000 -- 500 -- 0
72 -- 4 -- 14224 -- 0 -- 4000 -- 500 -- 0
73 -- 4 -- 121523 -- 0 -- 4000 -- 500 -- 0
74 -- 4 -- 53225 -- 0 -- 4000 -- 500 -- 0
75 -- 4 -- 23351 -- 0 -- 4000 -- 500 -- 0
76 -- 4 -- 10023 -- 0 -- 4000 -- 500 -- 0
77 -- 4 -- 8714 -- 0 -- 4000 -- 500 -- 0
78 -- 4 -- 20359 -- 0 -- 4000 -- 500 -- 0
79 -- 4 -- 33029 -- 0 -- 4000 -- 500 -- 0
80 -- 4 -- 7477 -- 0 -- 4000 -- 500 -- 0
81 -- 4 -- 5161 -- 0 -- 4000 -- 500 -- 0
82 -- 4 -- 9893 -- 0 -- 4000 -- 500 -- 0
83 -- 4 -- 3051 -- 0 -- 4000 -- 500 -- 0
84 -- 4 -- 16848 -- 0 -- 4000 -- 500 -- 0
85 -- 4 -- 4249 -- 0 -- 4000 -- 500 -- 0
86 -- 4 -- 53635 -- 0 -- 4000 -- 500 -- 0
87 -- 4 -- 27023 -- 0 -- 4000 -- 500 -- 0
88 -- 4 -- 80843 -- 0 -- 4000 -- 500 -- 0
89 -- 4 -- 9808 -- 0 -- 4000 -- 500 -- 0
90 -- 4 -- 2284 -- 0 -- 4000 -- 500 -- 0
91 -- 4 -- 5504 -- 0 -- 4000 -- 500 -- 0
92 -- 4 -- 17837 -- 0 -- 4000 -- 500 -- 0
93 -- 4 -- 19660 -- 0 -- 4000 -- 500 -- 0
94 -- 4 -- 89560 -- 0 -- 4000 -- 500 -- 0
95 -- 4 -- 4705 -- 0 -- 4000 -- 500 -- 0
96 -- 4 -- 37625 -- 0 -- 4000 -- 500 -- 0
97 -- 4 -- 1119 -- 0 -- 4000 -- 500 -- 0
98 -- 4 -- 2935 -- 0 -- 4000 -- 500 -- 0
99 -- 4 -- 1431 -- 0 -- 4000 -- 500 -- 0
100 -- 4 -- 28382 -- 0 -- 4000 -- 500 -- 0
101 -- 4 -- 3903 -- 0 -- 4000 -- 500 -- 0
102 -- 4 -- 2718 -- 0 -- 4000 -- 500 -- 0
103 -- 4 -- 20993 -- 0 -- 4000 -- 500 -- 0
104 -- 4 -- 17871 -- 0 -- 4000 -- 500 -- 0
105 -- 4 -- 62511 -- 0 -- 4000 -- 500 -- 0
106 -- 4 -- 10836 -- 0 -- 4000 -- 500 -- 0
107 -- 4 -- 5938 -- 0 -- 4000 -- 500 -- 0
108 -- 4 -- 26955 -- 0 -- 4000 -- 500 -- 0
109 -- 4 -- 98 -- 0 -- 4000 -- 500 -- 0
110 -- 4 -- 73075 -- 0 -- 4000 -- 500 -- 0
111 -- 4 -- 38909 -- 0 -- 4000 -- 500 -- 0
112 -- 4 -- 59815 -- 0 -- 4000 -- 500 -- 0
113 -- 4 -- 31520 -- 0 -- 4000 -- 500 -- 0
114 -- 4 -- 8373 -- 0 -- 4000 -- 500 -- 0
115 -- 4 -- 12559 -- 0 -- 4000 -- 500 -- 0
116 -- 4 -- 14524 -- 0 -- 4000 -- 500 -- 0
117 -- 4 -- 64457 -- 0 -- 4000 -- 500 -- 0
118 -- 4 -- 401 -- 0 -- 4000 -- 500 -- 0
119 -- 4 -- 14124 -- 0 -- 4000 -- 500 -- 0
120 -- 4 -- 12270 -- 0 -- 4000 -- 500 -- 0
121 -- 4 -- 1971 -- 0 -- 4000 -- 500 -- 0
122 -- 4 -- 9425 -- 0 -- 4000 -- 500 -- 0
123 -- 4 -- 43006 -- 0 -- 4000 -- 500 -- 0
124 -- 4 -- 37651 -- 0 -- 4000 -- 500 -- 0
125 -- 4 -- 6155 -- 0 -- 4000 -- 500 -- 0
126 -- 4 -- 1109 -- 0 -- 4000 -- 500 -- 0
127 -- 4 -- 24461 -- 0 -- 4000 -- 500 -- 0
128 -- 4 -- 937 -- 0 -- 4000 -- 500 -- 0
129 -- 4 -- 50310 -- 0 -- 4000 -- 500 -- 0
130 -- 4 -- 20158 -- 0 -- 4000 -- 500 -- 0
131 -- 4 -- 13544 -- 0 -- 4000 -- 500 -- 0
132 -- 4 -- 19158 -- 0 -- 4000 -- 500 -- 0
133 -- 4 -- 46042 -- 0 -- 4000 -- 500 -- 0
134 -- 4 -- 1240 -- 0 -- 4000 -- 500 -- 0
135 -- 4 -- 16353 -- 0 -- 4000 -- 500 -- 0
136 -- 4 -- 20143 -- 0 -- 4000 -- 500 -- 0
137 -- 4 -- 24209 -- 0 -- 4000 -- 500 -- 0
138 -- 4 -- 13017 -- 0 -- 4000 -- 500 -- 0
139 -- 4 -- 13950 -- 0 -- 4000 -- 500 -- 0
140 -- 4 -- 20727 -- 0 -- 4000 -- 500 -- 0
141 -- 4 -- 15095 -- 0 -- 4000 -- 500 -- 0
142 -- 4 -- 28390 -- 0 -- 4000 -- 500 -- 0
143 -- 4 -- 7936 -- 0 -- 4000 -- 500 -- 0
144 -- 4 -- 5715 -- 0 -- 4000 -- 500 -- 0
145 -- 4 -- 25576 -- 0 -- 4000 -- 500 -- 0
146 -- 4 -- 11751 -- 0 -- 4000 -- 500 -- 0
147 -- 4 -- 1230 -- 0 -- 4000 -- 500 -- 0
148 -- 4 -- 14252 -- 0 -- 4000 -- 500 -- 0
149 -- 4 -- 2694 -- 0 -- 4000 -- 500 -- 0
150 -- 4 -- 22896 -- 0 -- 4000 -- 500 -- 0
151 -- 4 -- 53102 -- 0 -- 4000 -- 500 -- 0
152 -- 4 -- 33171 -- 0 -- 4000 -- 500 -- 0
153 -- 4 -- 18110 -- 0 -- 4000 -- 500 -- 0
154 -- 4 -- 21188 -- 0 -- 4000 -- 500 -- 0
155 -- 4 -- 6972 -- 0 -- 4000 -- 500 -- 0
156 -- 4 -- 13148 -- 0 -- 4000 -- 500 -- 0
157 -- 4 -- 11093 -- 0 -- 4000 -- 500 -- 0
158 -- 4 -- 496 -- 0 -- 4000 -- 500 -- 0
159 -- 4 -- 10972 -- 0 -- 4000 -- 500 -- 0
160 -- 4 -- 64063 -- 0 -- 4000 -- 500 -- 0
161 -- 4 -- 29097 -- 0 -- 4000 -- 500 -- 0
162 -- 4 -- 7341 -- 0 -- 4000 -- 500 -- 0
163 -- 4 -- 4158 -- 0 -- 4000 -- 500 -- 0
164 -- 4 -- 47964 -- 0 -- 4000 -- 500 -- 0
165 -- 4 -- 59189 -- 0 -- 4000 -- 500 -- 0
166 -- 4 -- 16359 -- 0 -- 4000 -- 500 -- 0
167 -- 4 -- 8728 -- 0 -- 4000 -- 500 -- 0
168 -- 4 -- 14121 -- 0 -- 4000 -- 500 -- 0
169 -- 4 -- 10277 -- 0 -- 4000 -- 500 -- 0
170 -- 4 -- 4202 -- 0 -- 4000 -- 500 -- 0
171 -- 4 -- 8091 -- 0 -- 4000 -- 500 -- 0
172 -- 4 -- 20703 -- 0 -- 4000 -- 500 -- 0
173 -- 4 -- 38722 -- 0 -- 4000 -- 500 -- 0
174 -- 4 -- 24565 -- 0 -- 4000 -- 500 -- 0
175 -- 4 -- 23408 -- 0 -- 4000 -- 500 -- 0
176 -- 4 -- 17207 -- 0 -- 4000 -- 500 -- 0
177 -- 4 -- 4013 -- 0 -- 4000 -- 500 -- 0
178 -- 4 -- 31469 -- 0 -- 4000 -- 500 -- 0
179 -- 4 -- 64576 -- 0 -- 4000 -- 500 -- 0
180 -- 4 -- 15671 -- 0 -- 4000 -- 500 -- 0
181 -- 4 -- 15524 -- 0 -- 4000 -- 500 -- 0
182 -- 4 -- 55882 -- 0 -- 4000 -- 500 -- 0
183 -- 4 -- 230 -- 0 -- 4000 -- 500 -- 0
184 -- 4 -- 9753 -- 0 -- 4000 -- 500 -- 0
185 -- 4 -- 6401 -- 0 -- 4000 -- 500 -- 0
186 -- 4 -- 24887 -- 0 -- 4000 -- 500 -- 0
187 -- 4 -- 9793 -- 0 -- 4000 -- 500 -- 0
188 -- 4 -- 11876 -- 0 -- 4000 -- 500 -- 0
189 -- 4 -- 10310 -- 0 -- 4000 -- 500 -- 0
190 -- 4 -- 1130 -- 0 -- 4000 -- 500 -- 0
191 -- 4 -- 53025 -- 0 -- 4000 -- 500 -- 0
192 -- 4 -- 85793 -- 0 -- 4000 -- 500 -- 0
193 -- 4 -- 24342 -- 0 -- 4000 -- 500 -- 0
194 -- 4 -- 58233 -- 0 -- 4000 -- 500 -- 0
195 -- 4 -- 16617 -- 0 -- 4000 -- 500 -- 0
196 -- 4 -- 83467 -- 0 -- 4000 -- 500 -- 0
197 -- 4 -- 34448 -- 0 -- 4000 -- 500 -- 0
198 -- 4 -- 2973 -- 0 -- 4000 -- 500 -- 0
199 -- 4 -- 7098 -- 0 -- 4000 -- 500 -- 0
200 -- 4 -- 18059 -- 0 -- 4000 -- 500 -- 0
